order_id,product_id,quantity,price
147,30,5,460.68
925,115,4,749.26
1110,112,3,1478.51
4596,80,2,1723.71
2369,136,1,1695.48
3727,183,2,476.31
2677,187,2,167.84
3455,48,5,1144.74
813,91,3,1996.37
2244,143,4,1541.72
4101,93,4,212.88
247,126,4,1210.12
3181,183,3,1180.47
4038,49,1,99.43
4842,200,3,750.87
3239,45,2,1693.42
3436,96,5,372.06
3787,42,1,1541.26
4687,97,5,1436.39
2390,19,4,756.17
1963,8,1,1679.72
25,194,2,756.77
2301,171,2,1754.33
992,63,1,731.04
4101,143,2,1828.34
3869,115,3,1731.11
3036,14,5,1507.35
3835,78,1,1602.49
878,52,3,311.06
769,17,2,1021.74
2331,70,5,578.71
1483,21,2,978.05
1172,26,4,1535.23
3639,182,3,1705.54
1895,41,3,1332.52
2009,190,5,1999.96
2708,162,3,978.24
1267,165,5,973.71
1675,72,2,72.57
3833,34,3,539.22
3287,99,2,933.07
4998,3,2,1531.14
3227,100,2,1427.82
666,69,3,245.48
3073,69,4,1309.38
134,166,3,111.96
4038,58,3,1752.24
815,82,5,1730.16
3792,106,4,1974.32
3984,141,3,39.9
1283,24,5,1414.63
3468,131,3,100.02
135,165,5,1133.27
41,53,5,111.92
1122,165,2,1772.41
3716,32,2,1407.25
1535,195,1,774.62
150,171,2,464.33
392,55,1,1835.65
1249,146,3,1611.03
3108,41,3,812.85
1645,142,4,1715.93
2053,165,1,133.1
3641,38,2,521.94
330,9,5,728.72
1750,86,3,634.61
780,101,5,1838.07
1663,63,2,804.21
2013,34,5,427.9
4669,33,5,1512.79
2263,186,3,1806.51
523,134,5,1074.56
596,17,3,718.51
1168,69,4,1752.05
2563,146,4,537.4
4352,17,2,629.52
4408,14,4,1651.86
4095,175,4,547.38
640,162,4,790.58
4810,17,1,1584.73
1407,89,5,1077.21
1289,198,3,1414.2
931,10,3,1329.72
2615,36,4,1845.96
1325,194,4,719.16
3938,55,3,950.2
4084,54,5,267.89
3249,145,5,1289.39
1053,162,4,1142.81
272,118,4,228.6
722,191,3,602.06
1096,171,5,161.45
1082,78,4,1937.81
251,38,4,1908.47
2023,190,5,1167.14
3037,71,2,872.34
2811,185,4,1149.1
731,20,2,1746.93
163,108,3,530.25
3613,169,5,937.03
3898,108,1,208.79
4092,30,3,1501.13
3101,59,4,488.98
1423,140,1,1355.61
1655,114,2,547.93
971,171,4,118.73
2259,43,4,630.17
2523,138,2,607.4
2673,45,2,1607.52
4664,81,3,519.0
409,190,5,298.66
220,83,4,633.18
4256,173,1,1909.45
4880,142,4,1169.7
1396,118,5,438.61
2819,75,4,1017.27
4759,59,5,566.97
2686,157,5,633.19
2026,59,4,365.32
1486,81,4,145.76
1064,60,2,266.79
2620,134,3,1636.55
3721,41,3,1811.08
4897,1,2,75.97
3244,119,1,83.94
3460,33,3,1277.71
3459,82,5,936.24
186,181,3,1985.88
1560,41,1,1925.15
4888,35,2,518.34
1422,36,2,627.71
3059,17,3,284.73
4065,41,4,218.26
1886,56,1,791.69
879,99,1,477.06
1959,125,3,1810.02
1832,161,4,1231.42
1634,158,3,588.07
28,45,4,481.63
2098,138,1,1362.62
382,63,3,990.87
973,160,3,234.4
2655,70,5,56.99
4173,79,2,1828.36
3483,81,5,1877.58
2407,178,3,523.5
3117,200,2,1909.68
596,190,2,1884.6
4664,150,5,317.3
433,133,4,470.83
2428,187,3,1001.74
2168,181,5,1377.38
2551,142,3,1180.84
1260,167,2,1072.0
868,154,5,15.02
2673,39,3,1957.4
3451,173,4,843.84
3511,3,1,1995.68
1679,111,4,720.09
2395,33,3,1893.06
4213,69,2,817.19
3872,180,5,1646.39
39,109,3,1837.62
20,38,1,41.52
3349,5,5,1381.9
747,119,5,375.14
704,115,4,1536.65
3916,183,3,1907.54
1624,78,1,715.24
2470,19,3,287.36
13,155,4,853.97
1158,167,1,1012.37
743,105,4,1746.92
125,170,4,229.47
481,194,2,456.61
4320,69,2,1516.02
1522,187,3,824.82
4848,149,5,83.14
4320,174,1,919.59
485,111,5,1452.24
2826,111,5,393.47
678,98,1,306.06
4657,157,3,795.75
2076,29,2,853.23
2579,111,3,701.96
3323,114,5,1096.66
4159,65,2,1410.07
2287,175,1,1558.33
3920,114,5,1951.16
1291,155,4,1530.74
1554,76,2,743.41
2515,186,5,1850.63
3496,11,5,1905.55
3371,96,5,297.61
1898,50,3,645.26
776,166,1,1614.23
4725,140,5,669.27
2703,62,2,1357.52
1432,111,5,1789.29
1728,45,5,1215.93
4991,54,4,880.52
316,141,1,1520.59
2257,14,1,1620.65
3305,96,3,1868.12
3225,10,2,773.16
2896,142,2,844.49
37,24,3,1590.99
1373,83,2,1048.96
3900,196,4,1338.96
888,11,3,1629.02
3991,140,1,364.16
585,12,3,428.79
3628,8,2,743.25
3032,107,3,642.33
1496,22,3,120.28
3667,8,3,1953.16
1079,83,4,56.83
3317,130,3,827.54
2021,169,4,718.15
2456,73,3,1133.78
2810,164,3,12.19
4096,91,3,1186.65
936,111,3,546.19
3962,73,2,190.58
1371,121,3,1951.99
741,117,2,37.09
1044,33,3,818.99
1883,36,4,628.25
4081,120,5,459.64
4035,101,1,19.37
2129,70,3,1342.75
856,173,3,1462.1
244,64,5,1614.67
2964,130,1,1096.07
970,23,5,359.73
2446,118,5,927.59
1373,194,3,100.3
4707,161,2,1266.21
62,61,2,181.53
2553,62,4,1147.55
4750,24,4,1454.42
4684,114,2,785.73
1094,7,3,1085.3
4625,48,1,1030.65
2279,185,4,1106.7
2405,1,2,1205.14
3703,171,1,1933.38
2687,23,1,1180.82
85,137,3,1490.47
2569,121,4,353.81
59,53,4,828.11
4993,168,4,565.38
3883,28,4,1485.07
2679,113,2,1022.49
3729,167,4,1586.18
1944,92,1,453.66
762,3,3,1320.1
4031,57,4,488.38
607,50,5,96.97
4305,78,5,1857.42
2289,73,4,1824.68
1469,168,4,104.9
4312,14,2,1927.72
3310,23,2,204.0
3281,193,2,1911.58
3489,89,2,1809.61
2720,14,5,1216.84
2569,97,1,990.79
1093,40,1,774.48
3334,156,3,1437.73
4111,52,2,1540.09
865,118,2,1669.7
3459,151,3,1117.17
3288,160,1,1145.82
728,75,5,588.19
4206,188,5,1130.29
4419,140,5,446.56
569,171,1,199.48
1382,182,5,504.51
1602,132,5,1083.34
4042,115,4,18.64
4670,89,1,1795.86
4839,24,5,1463.14
567,144,4,1194.39
959,56,3,705.37
769,38,5,455.2
3945,74,1,421.32
1559,85,2,99.12
4250,139,1,216.49
3469,200,4,493.22
4252,102,3,826.72
4440,71,2,1303.15
2460,83,2,1939.76
3183,193,1,1326.0
3365,42,4,941.91
141,134,1,1616.72
1861,43,1,126.98
358,86,4,1606.18
4828,108,2,1572.58
3176,37,4,1516.42
1779,185,1,1967.46
2671,34,3,882.22
61,177,3,883.55
733,87,5,900.78
727,146,4,88.48
1611,123,3,176.04
3827,194,3,1574.76
3333,119,5,1675.76
529,200,4,1057.35
2406,177,5,294.61
3123,100,5,588.7
1305,191,4,1534.12
2491,82,4,820.92
2216,105,3,952.6
2003,110,2,1119.56
4489,82,1,1733.53
4296,124,2,990.98
2426,81,5,103.69
85,99,3,1548.47
9,109,1,1236.73
1152,149,4,178.37
3281,60,1,1242.52
2859,21,3,1859.35
1912,172,4,613.63
4680,29,4,709.43
4879,30,2,16.42
2616,109,5,1226.73
1683,108,2,552.55
2078,38,3,967.85
2933,173,4,284.4
4748,80,2,860.8
3120,113,5,1823.06
3179,175,2,247.27
1048,191,4,606.21
3640,190,2,1488.13
1740,179,4,1842.83
180,76,3,1728.52
301,4,5,261.32
4919,19,3,937.26
289,54,2,836.21
3394,47,2,613.79
1048,152,2,1114.22
85,11,5,290.5
3323,177,2,1259.85
1869,11,2,1147.07
629,41,3,761.78
4012,45,1,1379.46
2553,5,5,829.36
4982,147,1,937.19
17,174,5,1234.47
3470,121,3,1478.46
2560,38,1,1419.58
627,146,4,461.66
4630,72,2,1055.36
380,103,1,1386.76
870,1,4,1442.85
4369,35,1,620.61
156,26,1,532.95
4591,23,4,150.93
3148,54,1,316.26
2412,37,5,396.37
1619,181,1,1901.93
4901,157,1,414.8
1409,143,5,1548.49
4637,80,2,1062.88
2027,72,5,1730.9
237,57,5,104.78
3462,64,3,920.97
3596,153,3,1467.36
3792,138,1,1590.52
1180,40,1,986.12
1878,104,5,544.6
4611,12,5,1189.46
1126,96,2,1601.8
2474,85,2,176.76
3808,60,4,1962.86
153,28,5,727.47
298,97,3,1821.67
4726,65,5,1453.25
803,27,4,1055.84
4463,113,3,1288.1
2132,192,1,625.54
4996,99,1,1093.18
3151,59,4,1508.01
1469,182,5,1427.82
2630,41,3,1534.07
3262,82,4,116.52
553,54,2,1286.51
914,166,5,142.64
925,182,5,960.43
1000,5,5,1128.01
3920,121,2,234.45
3252,189,3,94.65
3162,100,3,998.42
2927,105,3,1025.73
2383,138,2,1350.28
4852,19,5,1209.67
3017,52,3,1889.65
72,148,5,605.08
4716,124,2,1054.28
4246,84,5,1326.65
2774,86,1,538.58
863,161,1,146.54
2563,147,5,483.76
4709,144,3,463.74
3986,84,3,1320.9
4684,4,2,1327.83
9,24,1,1112.08
3169,54,1,1740.44
4241,168,4,1474.38
2967,33,3,742.53
2574,178,3,1087.07
75,61,5,1420.93
3167,80,2,177.0
791,22,4,1449.94
4337,56,1,1286.73
4731,118,1,1164.5
2006,159,2,1566.92
1266,34,2,1513.9
3586,35,4,894.77
447,59,3,1222.4
391,25,2,1359.11
1083,88,5,246.76
1743,95,4,353.27
1139,106,2,479.49
2489,170,5,721.96
1744,128,5,1247.51
4764,140,1,1566.42
2938,27,5,564.73
2148,78,1,324.67
1744,110,2,1302.44
3407,59,3,982.77
237,121,1,718.75
3526,198,5,1735.89
2313,31,4,598.75
4913,13,2,165.94
17,144,4,1656.3
1620,40,5,320.41
3003,149,5,647.16
4821,72,4,106.55
3309,1,5,737.6
87,190,1,1378.03
4036,186,1,619.59
123,92,3,1822.62
4512,86,1,1689.03
1564,187,2,896.02
2723,159,4,826.7
1126,123,4,908.09
4802,134,3,560.08
299,25,4,462.88
2891,165,3,452.05
4737,66,1,1248.4
3437,23,1,1444.88
3523,7,1,1429.27
115,31,3,1664.59
684,56,5,523.57
1423,88,1,283.48
4074,133,3,153.8
3115,170,1,1851.33
3739,167,3,1798.76
3494,165,4,688.08
4901,119,1,1204.3
258,161,4,632.94
4084,41,2,1999.8
132,122,2,1274.82
4226,142,5,920.06
2878,38,2,135.93
1440,82,2,602.32
4543,100,1,332.81
2950,157,4,995.71
4749,81,5,1880.75
591,184,5,599.16
4490,108,1,424.16
4440,55,3,797.63
4907,194,4,1002.83
3116,13,2,465.75
2961,76,5,340.92
3644,40,5,1877.49
640,139,2,1201.7
72,121,2,1918.85
97,148,1,1395.5
2035,47,3,310.66
2438,102,3,1152.56
3713,164,1,557.73
3608,177,5,1156.86
2810,24,4,155.82
3121,183,1,552.84
4917,113,2,1554.66
950,194,5,1505.0
2562,46,2,1691.25
1061,53,3,1511.78
257,33,4,329.44
2342,64,1,1806.53
1554,177,2,261.01
4078,27,5,1958.63
3548,139,3,709.45
104,138,4,596.1
1415,111,1,196.83
2858,20,3,702.25
1012,181,4,694.87
4165,47,3,815.62
3543,187,1,1730.08
2520,50,2,1883.63
4006,112,1,566.59
4892,196,2,146.92
3650,23,3,11.84
188,65,2,816.37
2185,105,5,486.86
4903,173,1,1577.65
3335,200,5,264.66
4425,104,4,953.6
3719,97,1,133.2
1265,65,1,1191.27
2245,73,1,1007.95
3231,62,1,1555.04
1902,3,5,1949.82
4458,124,5,931.31
3643,52,5,154.6
4102,158,4,1935.24
3642,77,4,1378.13
3784,18,1,1544.0
1304,20,1,244.39
3309,42,4,1103.85
656,3,3,745.58
655,194,4,1699.83
275,91,5,1624.74
4553,67,5,1132.7
4586,31,4,1971.54
3845,5,5,246.4
3553,4,5,1788.45
4380,147,4,1111.6
4584,88,1,1060.4
3713,129,2,851.47
1985,193,5,1415.71
3277,75,4,61.44
4295,89,1,270.1
4654,6,1,1220.55
1113,4,5,1066.26
2592,58,4,733.03
3249,134,1,409.99
3147,36,3,617.1
4213,51,2,1567.04
519,183,5,1096.49
573,183,5,359.59
2924,64,3,355.06
484,157,2,1853.8
1598,142,4,1047.51
2643,152,5,364.82
459,126,1,1549.97
2798,155,3,585.96
2551,33,4,1186.79
3198,64,2,1687.13
3181,92,4,862.21
187,123,4,1433.81
2984,93,3,1917.45
2611,66,5,479.58
1192,43,2,626.07
2074,8,3,673.78
4932,195,3,1756.06
4343,192,2,541.41
1673,148,3,1185.98
4204,187,5,1727.39
3750,19,2,1884.05
2432,115,3,1807.49
1602,183,5,1745.12
3294,100,5,1616.22
1957,9,1,76.53
4549,17,1,827.53
2805,89,5,613.98
815,11,3,1828.36
941,43,5,524.36
2456,6,1,1364.23
608,102,5,1264.58
3954,72,5,336.38
4868,12,3,57.2
2203,78,3,1956.99
3609,185,3,1590.63
1958,48,1,1521.75
4292,127,5,1768.43
1678,15,5,1418.88
1185,60,3,734.33
1665,79,4,1628.64
4367,39,2,525.22
3292,117,5,683.88
2347,178,3,381.25
4867,166,3,1899.75
1071,82,2,1162.16
1644,127,3,1640.94
4984,165,2,1071.71
2444,88,4,1881.13
3860,32,4,314.44
2804,40,4,712.43
2741,5,5,1214.3
282,62,3,738.84
203,74,3,1310.21
3579,48,1,280.94
1746,43,1,136.23
2115,79,3,230.46
3637,67,2,185.11
4955,107,4,1204.85
3296,109,5,1299.74
1216,128,2,133.62
450,186,3,144.0
2048,138,4,75.28
4831,146,3,83.68
166,39,3,1685.45
872,58,1,899.94
153,170,4,1476.44
1926,145,1,347.65
838,123,1,827.21
3018,9,4,1467.91
1171,7,5,518.09
1392,143,2,1355.49
3122,2,1,1622.35
3634,174,2,412.23
1042,146,2,149.74
3824,142,4,1220.78
735,171,5,1111.16
1849,111,1,326.19
2957,97,5,324.72
3697,189,4,918.41
41,65,2,556.67
1705,129,4,361.62
4052,170,1,215.62
3434,17,3,1976.2
928,188,2,55.06
1616,155,4,1498.72
4523,177,5,207.16
4754,20,2,1536.7
2415,57,1,1082.44
4788,22,4,512.33
1532,150,1,1311.55
1836,128,3,438.85
385,133,3,1697.23
3438,192,3,1683.53
97,199,2,1041.11
1495,167,2,1401.43
114,32,2,829.0
1249,147,1,1577.28
749,177,1,1801.4
4988,185,2,1659.22
2039,185,3,687.48
4030,159,3,1037.48
1404,15,4,1739.73
1359,69,3,1347.26
3147,115,5,1671.9
3409,157,4,1730.49
31,126,2,1953.19
4974,69,2,989.05
4137,85,5,1637.3
4381,23,4,780.28
4857,139,2,753.49
1447,182,4,348.42
4625,8,3,465.95
2358,56,4,1591.69
2723,110,1,1221.05
2426,112,4,190.68
3564,197,1,1186.92
4531,25,4,1255.24
2180,47,2,1746.67
2888,152,1,686.16
3229,164,1,395.38
1711,118,1,986.08
3681,140,3,1499.41
1626,107,1,1477.65
1763,173,4,107.66
4686,93,3,1847.5
3606,69,5,1514.27
1681,97,3,1931.63
4755,112,3,1443.12
4603,93,1,1163.12
2225,22,4,681.08
933,100,5,1758.14
767,94,5,801.59
4906,95,4,1878.49
784,148,4,834.7
3132,193,4,38.76
2483,36,3,783.54
4160,22,1,854.72
2783,61,4,267.8
4421,69,2,1598.58
2161,54,2,1935.41
4635,28,4,647.58
1661,144,2,125.66
4291,132,3,1176.26
4149,85,2,1525.8
518,59,5,1483.12
3708,74,5,1329.7
4659,104,2,1776.33
2300,182,2,806.52
4696,164,3,1316.43
459,59,2,766.44
662,170,4,319.78
2858,50,3,229.05
4810,115,4,1779.24
2310,51,3,730.55
3048,51,4,616.52
3600,29,2,1915.31
4272,162,2,1859.7
1056,147,4,1517.19
1970,48,1,173.58
433,156,3,1414.22
458,136,1,1886.63
1106,48,5,1448.82
1824,174,1,141.09
4253,147,1,1473.05
3962,74,2,1353.29
1105,118,4,150.15
2176,124,2,579.29
2553,136,3,257.45
3142,5,1,1834.52
4402,163,5,1928.8
2440,132,4,478.78
3687,67,2,1598.96
1020,31,5,261.99
3872,76,1,1084.69
4270,9,3,452.86
737,71,5,800.46
1092,92,3,214.63
2674,58,5,1719.72
318,23,2,1180.02
4174,5,5,529.06
4465,121,3,1178.28
4666,73,2,1440.64
1122,193,4,1057.53
513,184,5,354.88
1783,127,4,629.75
4972,129,2,1035.23
4100,42,2,1029.99
3861,104,1,1641.49
4800,90,5,1991.75
1577,59,2,1986.49
774,76,4,885.94
3211,74,2,16.98
570,2,5,800.22
1258,65,4,103.26
38,137,4,366.52
1714,46,4,637.93
2775,21,2,762.89
952,176,5,241.02
389,163,3,77.08
4583,43,3,59.78
4666,4,5,653.62
2283,94,5,637.83
517,100,1,53.85
4028,9,4,1795.18
3719,145,5,1233.9
3519,176,4,633.24
4687,117,2,951.01
2517,197,1,1231.03
507,96,4,1163.6
4983,41,4,1057.88
4929,149,4,1288.9
1046,198,5,703.42
1442,143,2,1628.34
4080,63,3,765.83
1947,129,3,1440.13
4752,4,4,1513.8
3723,46,4,319.88
3025,125,2,1268.65
433,93,4,1849.05
4373,71,3,1991.26
1042,37,3,1964.38
1383,55,2,1761.47
1253,122,1,291.47
3998,152,2,42.48
710,176,4,1956.01
746,29,3,164.99
3712,78,5,1359.7
3704,29,2,709.11
2422,15,1,496.84
1854,67,2,532.57
3374,181,5,859.87
3229,91,3,1890.56
355,12,4,660.37
3715,109,5,664.87
4572,24,3,170.06
2587,36,1,505.7
4067,117,3,1878.18
601,112,5,1323.93
2344,132,2,1551.33
2629,193,2,1219.48
2095,89,5,10.35
402,89,1,348.85
2191,25,5,1266.2
4160,164,1,84.92
1331,180,5,796.75
3950,78,4,888.37
2843,99,5,470.04
911,168,2,1031.28
2790,171,1,1526.62
57,98,4,306.33
4357,183,5,119.12
563,112,1,1404.57
3113,10,4,1618.5
1876,38,3,1444.78
1871,107,4,1585.36
4135,63,4,1260.99
2735,22,1,257.6
4106,159,5,1654.98
4758,18,3,799.43
4279,28,3,374.53
3330,120,4,96.31
1174,64,4,837.67
3399,143,5,163.73
